lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,t_harris,t_burke,n_pelle,j_richardson,f_korkmaz,m_thybulle,b_simmons,j_ennis_iii,j_embiid,r_neto,z_smith,s_milton,g_robinson_iii,m_scott,k_o_quinn,j_bolden,m_shayok,a_horford,a_burks
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .M. Thybulle",PHI,19,104.7,101.6,3,71.7,2.29,20.6,31.7,71.1,50.9,0.1,50.5,53,98.77,53.9,186,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
".A. Horford, .T. Harris, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,22,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,185,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
